train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,20,cpu,1,854.27,23.52
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,20,cpu,1,809.18,22.2
RedmiNote10ProBlue,RedmiNote9,0.8,30,cpu,1,1386.57,43.92
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,30,cpu,1,857.76,23.38
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,30,cpu,1,801.9,21.87
RedmiNote10ProBlue,RedmiNote9,0.8,40,cpu,1,1418.4,45.25
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,40,cpu,1,846.81,23.5
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,40,cpu,1,817.38,22.43
RedmiNote10ProBlue,RedmiNote9,0.8,50,cpu,1,1412.39,44.89
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,50,cpu,1,851.04,23.5
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,50,cpu,1,809.78,22.2
