train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,10,screen,0,563.49,11.95
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,10,screen,0,648.35,13.01
RedmiNote10ProBlue,RedmiNote9,0.8,20,screen,0,1184.64,28.45
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,20,screen,0,548.07,11.54
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,20,screen,0,650.33,12.93
RedmiNote10ProBlue,RedmiNote9,0.8,30,screen,0,1182.99,28.06
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,30,screen,0,535.07,11.31
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,30,screen,0,643.83,12.78
RedmiNote10ProBlue,RedmiNote9,0.8,40,screen,0,1185.77,28.33
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,40,screen,0,546.24,11.49
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,40,screen,0,649.19,12.89
RedmiNote10ProBlue,RedmiNote9,0.8,50,screen,0,1180.64,28.14
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,50,screen,0,546.79,11.44
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,50,screen,0,636.85,12.7
